Category,City,Country,Discount,Profit,Quantity,Region,Sales,Segment,State,Sub-Category
Technology,Sunnyvale,United States,0,45.588,5,West,189.95,Corporate,California,Accessories
Technology,Sunnyvale,United States,0,31.4895,5,West,149.95,Corporate,California,Accessories
Technology,Visalia,United States,0,3.4848,8,West,7.92,Corporate,California,Accessories
Technology,Coachella,United States,0,43.9956,1,West,99.99,Corporate,California,Accessories
Technology,Montebello,United States,0,3.9032,2,West,27.88,Corporate,California,Accessories
Technology,Fresno,United States,0,118.983,5,West,349.95,Corporate,California,Accessories
Technology,Sacramento,United States,0,39.8886,6,West,209.94,Corporate,California,Accessories
Technology,Brentwood,United States,0,13.7931,3,West,59.97,Home Office,California,Accessories
Technology,Costa Mesa,United States,0,26.3967,3,West,239.97,Home Office,California,Accessories
Technology,Santa Barbara,United States,0,3.7744,2,West,26.96,Home Office,California,Accessories
Technology,La Mesa,United States,0,85.491,3,West,284.97,Home Office,California,Accessories
Technology,Concord,United States,0,139.986,4,West,399.96,Home Office,California,Accessories
Furniture,Roseville,United States,0,20.6976,14,West,43.12,Consumer,California,Furnishings
Furniture,Costa Mesa,United States,0,81.8432,4,West,255.76,Consumer,California,Furnishings
Furniture,Costa Mesa,United States,0,22.869,9,West,69.3,Consumer,California,Furnishings
Furniture,Vallejo,United States,0,272.792,5,West,1049.2,Home Office,California,Furnishings
Furniture,Santa Ana,United States,0,6.2152,2,West,18.28,Consumer,California,Furnishings
Furniture,Oceanside,United States,0,53.196,2,West,204.6,Consumer,California,Furnishings
Furniture,Bakersfield,United States,0,15.525,1,West,51.75,Consumer,California,Furnishings
Furniture,Inglewood,United States,0,15.468,2,West,128.9,Consumer,California,Furnishings
Furniture,Oakland,United States,0,3.6894,2,West,9.46,Consumer,California,Furnishings
Furniture,Lake Forest,United States,0,19.7712,4,West,54.92,Consumer,California,Furnishings
Furniture,Oakland,United States,0,10.3936,4,West,129.92,Consumer,California,Furnishings
Furniture,Pomona,United States,0,10.4148,3,West,31.56,Consumer,California,Furnishings
Furniture,Fresno,United States,0,12.6813,1,West,30.93,Consumer,California,Furnishings
Furniture,Fresno,United States,0,14.5728,2,West,40.48,Consumer,California,Furnishings
Furniture,Pasadena,United States,0,7.9662,2,West,24.14,Consumer,California,Furnishings
Furniture,Oakland,United States,0,4.5144,3,West,12.54,Consumer,California,Furnishings
Furniture,Oakland,United States,0,4.4352,3,West,9.24,Consumer,California,Furnishings
Furniture,Lakewood,United States,0,39.564,5,West,94.2,Consumer,California,Furnishings
Furniture,Pasadena,United States,0,26.544,7,West,66.36,Consumer,California,Furnishings
Furniture,Concord,United States,0,4.331,1,West,43.31,Consumer,California,Furnishings
Furniture,Westminster,United States,0,15.525,1,West,51.75,Consumer,California,Furnishings
Furniture,Costa Mesa,United States,0,15.6332,2,West,91.96,Consumer,California,Furnishings
Furniture,Moreno Valley,United States,0,10.9096,2,West,41.96,Consumer,California,Furnishings
Furniture,Citrus Heights,United States,0,54.3438,3,West,129.39,Consumer,California,Furnishings
Furniture,Costa Mesa,United States,0,12.8568,3,West,29.22,Consumer,California,Furnishings
Furniture,Oxnard,United States,0,21.7515,3,West,127.95,Consumer,California,Furnishings
Furniture,Roseville,United States,0,5.193,3,West,17.31,Consumer,California,Furnishings
Furniture,San Jose,United States,0,21.645,3,West,166.5,Consumer,California,Furnishings
Furniture,Westminster,United States,0,49.8042,3,West,276.69,Consumer,California,Furnishings
Furniture,Westminster,United States,0,7.9128,3,West,18.84,Consumer,California,Furnishings
Furniture,Bakersfield,United States,0,14.144,4,West,41.6,Consumer,California,Furnishings
Furniture,San Jose,United States,0,73.321,5,West,215.65,Consumer,California,Furnishings
Furniture,Lakewood,United States,0,9.0288,6,West,25.08,Consumer,California,Furnishings
Furniture,Pasadena,United States,0,122.7648,6,West,383.64,Consumer,California,Furnishings
Furniture,Oakland,United States,0,28.1421,7,West,104.23,Consumer,California,Furnishings
Furniture,San Jose,United States,0,18.4632,7,West,43.96,Consumer,California,Furnishings
Furniture,Moreno Valley,United States,0,202.2528,8,West,842.72,Consumer,California,Furnishings
Furniture,Oceanside,United States,0,20.7328,8,West,47.12,Consumer,California,Furnishings
Furniture,Fairfield,United States,0,10.0624,1,West,26.48,Corporate,California,Furnishings
Furniture,Anaheim,United States,0,12.0609,3,West,44.67,Corporate,California,Furnishings
Furniture,Anaheim,United States,0,24.882,5,West,207.35,Corporate,California,Furnishings
Furniture,Anaheim,United States,0,55.3896,7,West,131.88,Corporate,California,Furnishings
Furniture,Fairfield,United States,0,6.8992,7,West,21.56,Corporate,California,Furnishings
Furniture,Inglewood,United States,0,99.23,2,West,198.46,Corporate,California,Furnishings
Furniture,Oceanside,United States,0,7.584,2,West,18.96,Corporate,California,Furnishings
Furniture,Brentwood,United States,0,10.5072,3,West,23.88,Corporate,California,Furnishings
Furniture,Thousand Oaks,United States,0,9.3152,1,West,22.72,Corporate,California,Furnishings
Furniture,Camarillo,United States,0,34.4148,3,West,122.91,Corporate,California,Furnishings
Furniture,San Jose,United States,0,5.6628,3,West,14.52,Corporate,California,Furnishings
Furniture,Chico,United States,0,26.973,5,West,72.9,Corporate,California,Furnishings
Furniture,Anaheim,United States,0,37.4144,8,West,101.12,Corporate,California,Furnishings
Furniture,Pico Rivera,United States,0,62.737,5,West,145.9,Home Office,California,Furnishings
Furniture,Oxnard,United States,0,1.598,2,West,31.96,Home Office,California,Furnishings
Furniture,Costa Mesa,United States,0,12.8316,3,West,37.74,Home Office,California,Furnishings
Furniture,Danville,United States,0,10.5084,3,West,25.02,Home Office,California,Furnishings
Furniture,San Jose,United States,0,26.649,3,West,76.14,Home Office,California,Furnishings
Furniture,Chico,United States,0,91.7728,8,West,327.76,Home Office,California,Furnishings
Furniture,Lakewood,United States,0,3.3504,1,West,6.98,Home Office,California,Furnishings
Furniture,Sacramento,United States,0,2.7944,1,West,9.98,Home Office,California,Furnishings
Furniture,Burbank,United States,0,14.43,2,West,111,Home Office,California,Furnishings
Furniture,Sacramento,United States,0,19.4688,3,West,60.84,Home Office,California,Furnishings
Furniture,San Gabriel,United States,0,63.6825,5,West,303.25,Home Office,California,Furnishings
Furniture,Chula Vista,United States,0,106.5408,6,West,665.88,Home Office,California,Furnishings
Furniture,Stockton,United States,0,107.0388,9,West,629.64,Home Office,California,Furnishings
Office Supplies,Roseville,United States,0,9.6192,3,West,20.04,Consumer,California,Paper
Office Supplies,Roseville,United States,0,16.6568,1,West,35.44,Consumer,California,Paper
Office Supplies,Roseville,United States,0,3.456,4,West,11.52,Consumer,California,Art
Office Supplies,Roseville,United States,0,1.9698,2,West,4.02,Consumer,California,Fasteners
Office Supplies,Roseville,United States,0,18.4464,6,West,65.88,Consumer,California,Supplies
Office Supplies,Pasadena,United States,0,20.1579,7,West,671.93,Consumer,California,Storage
Office Supplies,San Jose,United States,0,26.271,7,West,58.38,Corporate,California,Paper
Office Supplies,San Jose,United States,0,48.5392,4,West,105.52,Corporate,California,Paper
Office Supplies,San Jose,United States,0,21.0288,6,West,80.88,Corporate,California,Storage
Office Supplies,Redlands,United States,0,6.7116,7,West,14.28,Corporate,California,Envelopes
Office Supplies,Santa Clara,United States,0,4.752,2,West,10.56,Corporate,California,Paper
Office Supplies,Inglewood,United States,0,4.0572,2,West,8.82,Corporate,California,Paper
Office Supplies,Inglewood,United States,0,1.5548,1,West,5.98,Corporate,California,Art
Office Supplies,Long Beach,United States,0,3.58,2,West,7.16,Corporate,California,Fasteners
Office Supplies,Huntington Beach,United States,0,25.8984,8,West,95.92,Consumer,California,Art
Office Supplies,Anaheim,United States,0,310.9872,2,West,1295.78,Corporate,California,Storage
Office Supplies,Long Beach,United States,0,78.7528,14,West,160.72,Consumer,California,Paper
Office Supplies,Long Beach,United States,0,9.7608,4,West,19.92,Consumer,California,Paper
Office Supplies,Long Beach,United States,0,2.19,2,West,7.3,Consumer,California,Supplies
Office Supplies,Mission Viejo,United States,0,85.904,2,West,330.4,Consumer,California,Storage
Office Supplies,Mission Viejo,United States,0,12.6,7,West,26.25,Consumer,California,Labels
Office Supplies,Salinas,United States,0,1.3416,2,West,5.16,Corporate,California,Art
Office Supplies,Salinas,United States,0,18.6624,6,West,38.88,Corporate,California,Paper
Office Supplies,Riverside,United States,0,6.2208,2,West,12.96,Corporate,California,Paper
Office Supplies,Riverside,United States,0,34.9648,4,West,134.48,Corporate,California,Appliances
Office Supplies,San Jose,United States,0,4.9104,3,West,10.23,Consumer,California,Fasteners
Office Supplies,San Jose,United States,0,69.705,5,West,154.9,Consumer,California,Paper
Office Supplies,Bakersfield,United States,0,25.4384,2,West,97.84,Consumer,California,Appliances
Office Supplies,Pasadena,United States,0,5.6628,2,West,21.78,Consumer,California,Appliances
Office Supplies,San Jose,United States,0,60.49,2,West,241.96,Consumer,California,Appliances
Office Supplies,Redondo Beach,United States,0,1.7876,2,West,4.36,Consumer,California,Fasteners
Office Supplies,Redondo Beach,United States,0,46.1184,2,West,96.08,Consumer,California,Paper
Office Supplies,Lake Forest,United States,0,152.0232,3,West,542.94,Consumer,California,Appliances
Office Supplies,Oakland,United States,0,54.9504,3,West,203.52,Consumer,California,Appliances
Office Supplies,Moreno Valley,United States,0,9.3312,3,West,19.44,Consumer,California,Paper
Office Supplies,Inglewood,United States,0,8.6391,3,West,29.79,Consumer,California,Storage
Office Supplies,Pasadena,United States,0,9.7164,3,West,161.94,Consumer,California,Storage
Office Supplies,Santa Maria,United States,0,30.0144,3,West,115.44,Consumer,California,Storage
Office Supplies,Fresno,United States,0,45.7704,4,West,176.04,Consumer,California,Appliances
Office Supplies,Santa Clara,United States,0,15.7248,4,West,58.24,Consumer,California,Appliances
Office Supplies,Oakland,United States,0,4.9648,4,West,17.12,Consumer,California,Art
Office Supplies,Pasadena,United States,0,8.2992,4,West,31.92,Consumer,California,Storage
Office Supplies,Lancaster,United States,0,3.597,5,West,10.9,Consumer,California,Fasteners
Office Supplies,Oakland,United States,0,24.84,5,West,51.75,Consumer,California,Labels
Office Supplies,Moreno Valley,United States,0,11.88,5,West,26.4,Consumer,California,Paper
Office Supplies,San Mateo,United States,0,35.3346,6,West,75.18,Consumer,California,Labels
Office Supplies,Moreno Valley,United States,0,0.8376,6,West,41.88,Consumer,California,Storage
Office Supplies,Bakersfield,United States,0,16.8,7,West,35,Consumer,California,Fasteners
Office Supplies,Pasadena,United States,0,22.4448,7,West,46.76,Consumer,California,Paper
Office Supplies,Fresno,United States,0,4.4856,9,West,16.02,Consumer,California,Art
Office Supplies,Inglewood,United States,0,28.8576,9,West,60.12,Consumer,California,Paper
Office Supplies,Anaheim,United States,0,13.941,1,West,30.98,Consumer,California,Paper
Office Supplies,Redlands,United States,0,9.3906,1,West,19.98,Consumer,California,Paper
Office Supplies,Anaheim,United States,0,24.1918,2,West,83.42,Consumer,California,Appliances
Office Supplies,Anaheim,United States,0,6.0632,2,West,23.32,Consumer,California,Art
Office Supplies,Redlands,United States,0,12.6468,2,West,46.84,Consumer,California,Storage
Office Supplies,Redlands,United States,0,1.26,3,West,5.04,Consumer,California,Art
Office Supplies,Redlands,United States,0,3.6018,3,West,7.83,Consumer,California,Labels
Office Supplies,Anaheim,United States,0,2.0088,3,West,50.22,Consumer,California,Storage
Office Supplies,Redlands,United States,0,13.8915,3,West,51.45,Consumer,California,Storage
Office Supplies,Redlands,United States,0,8.019,3,West,29.7,Consumer,California,Supplies
Office Supplies,Chula Vista,United States,0,55.912,4,West,192.8,Consumer,California,Art
Office Supplies,Redlands,United States,0,13.452,5,West,35.4,Consumer,California,Art
Office Supplies,Redlands,United States,0,8.027,5,West,17.45,Consumer,California,Fasteners
Office Supplies,Redlands,United States,0,13.455,5,West,29.9,Consumer,California,Paper
Office Supplies,Chico,United States,0,0.5967,1,West,2.21,Consumer,California,Art
Office Supplies,Long Beach,United States,0,3.5505,1,West,7.89,Consumer,California,Fasteners
Office Supplies,Westminster,United States,0,72.948,2,West,243.16,Consumer,California,Appliances
Office Supplies,Vallejo,United States,0,14.8,2,West,29.6,Consumer,California,Labels
Office Supplies,Stockton,United States,0,6.2208,2,West,12.96,Consumer,California,Paper
Office Supplies,Rancho Cucamonga,United States,0,41.2938,3,West,152.94,Consumer,California,Appliances
Office Supplies,Escondido,United States,0,15.6426,3,West,53.94,Consumer,California,Art
Office Supplies,San Jose,United States,0,77.4837,3,West,158.13,Consumer,California,Envelopes
Office Supplies,Long Beach,United States,0,0.6102,3,West,61.02,Consumer,California,Storage
Office Supplies,Oakland,United States,0,0.6258,3,West,8.94,Consumer,California,Storage
Office Supplies,Chico,United States,0,7.4496,4,West,15.52,Consumer,California,Envelopes
Office Supplies,Chico,United States,0,16.398,4,West,36.44,Consumer,California,Paper
Office Supplies,Pomona,United States,0,9,5,West,18.75,Consumer,California,Labels
Office Supplies,Long Beach,United States,0,31.9319,7,West,110.11,Consumer,California,Supplies
Office Supplies,Long Beach,United States,0,44.5962,11,West,153.78,Consumer,California,Storage
Office Supplies,Vacaville,United States,0,110.0528,11,West,423.28,Consumer,California,Storage
Office Supplies,Mission Viejo,United States,0,2.3409,1,West,8.67,Consumer,California,Appliances
Office Supplies,Redondo Beach,United States,0,3.7436,1,West,7.64,Consumer,California,Envelopes
Office Supplies,Long Beach,United States,0,2.2908,1,West,4.98,Consumer,California,Labels
Office Supplies,Fresno,United States,0,2.691,1,West,5.98,Consumer,California,Paper
Office Supplies,Sacramento,United States,0,4.0687,1,West,14.03,Consumer,California,Storage
Office Supplies,Anaheim,United States,0,0.8736,2,West,3.36,Consumer,California,Art
Office Supplies,Long Beach,United States,0,1.6704,2,West,5.76,Consumer,California,Art
Office Supplies,Visalia,United States,0,3.72,2,West,14.88,Consumer,California,Art
Office Supplies,San Luis Obispo,United States,0,1.1946,2,West,3.62,Consumer,California,Fasteners
Office Supplies,Long Beach,United States,0,14.8,2,West,29.6,Consumer,California,Labels
Office Supplies,Long Beach,United States,0,28.0876,2,West,61.06,Consumer,California,Labels
Office Supplies,San Bernardino,United States,0,6.8714,2,West,14.62,Consumer,California,Labels
Office Supplies,Oceanside,United States,0,6.2208,2,West,12.96,Consumer,California,Paper
Office Supplies,San Jose,United States,0,19.1808,2,West,39.96,Consumer,California,Paper
Office Supplies,Westminster,United States,0,11.5432,2,West,24.56,Consumer,California,Paper
Office Supplies,Costa Mesa,United States,0,33.5772,2,West,124.36,Consumer,California,Storage
Office Supplies,San Jose,United States,0,93.6988,2,West,360.38,Consumer,California,Storage
Office Supplies,San Jose,United States,0,0.4068,2,West,40.68,Consumer,California,Storage
Office Supplies,Santa Ana,United States,0,105.275,2,West,421.1,Consumer,California,Storage
Office Supplies,Visalia,United States,0,65.435,2,West,261.74,Consumer,California,Storage
Office Supplies,Sacramento,United States,0,7.2696,2,West,27.96,Consumer,California,Supplies
Office Supplies,Santa Ana,United States,0,6.1488,2,West,21.96,Consumer,California,Supplies
Office Supplies,Pasadena,United States,0,15.8256,3,West,56.52,Consumer,California,Appliances
Office Supplies,Riverside,United States,0,3.2472,3,West,9.84,Consumer,California,Art
Office Supplies,Roseville,United States,0,2.0748,3,West,7.98,Consumer,California,Art
Office Supplies,Chula Vista,United States,0,85.9818,3,West,182.94,Consumer,California,Envelopes
Office Supplies,San Clemente,United States,0,35.985,3,West,71.97,Consumer,California,Envelopes
Office Supplies,Long Beach,United States,0,1.7919,3,West,5.43,Consumer,California,Fasteners
Office Supplies,Santa Ana,United States,0,0,3,West,5.94,Consumer,California,Fasteners
Office Supplies,Camarillo,United States,0,7.2177,3,West,14.73,Consumer,California,Labels
Office Supplies,Redlands,United States,0,4.2336,3,West,8.64,Consumer,California,Labels
Office Supplies,Inglewood,United States,0,10.7301,3,West,22.83,Consumer,California,Paper
Office Supplies,Riverside,United States,0,11.2308,3,West,22.92,Consumer,California,Paper
Office Supplies,Roseville,United States,0,9.3312,3,West,19.44,Consumer,California,Paper
Office Supplies,Morgan Hill,United States,0,7.308,3,West,48.72,Consumer,California,Storage
Office Supplies,Murrieta,United States,0,92.0835,3,West,484.65,Consumer,California,Storage
Office Supplies,Oakland,United States,0,18.9702,3,West,70.26,Consumer,California,Storage
Office Supplies,San Jose,United States,0,6.6588,3,West,332.94,Consumer,California,Storage
Office Supplies,Inglewood,United States,0,16.296,4,West,54.32,Consumer,California,Appliances
Office Supplies,San Jose,United States,0,3.1752,4,West,11.76,Consumer,California,Art
Office Supplies,Westminster,United States,0,20.8568,4,West,71.92,Consumer,California,Art
Office Supplies,Westminster,United States,0,2.3312,4,West,4.96,Consumer,California,Fasteners
Office Supplies,Costa Mesa,United States,0,13.32,4,West,29.6,Consumer,California,Paper
Office Supplies,San Jose,United States,0,2.0592,4,West,205.92,Consumer,California,Storage
Office Supplies,San Bernardino,United States,0,8.6736,4,West,33.36,Consumer,California,Supplies
Office Supplies,Westminster,United States,0,412.468,5,West,1473.1,Consumer,California,Appliances
Office Supplies,Bakersfield,United States,0,2.726,5,West,9.4,Consumer,California,Art
Office Supplies,Lakewood,United States,0,6.253,5,West,16.9,Consumer,California,Art
Office Supplies,Bakersfield,United States,0,37,5,West,74,Consumer,California,Labels
Office Supplies,Vallejo,United States,0,6.7915,5,West,14.45,Consumer,California,Labels
Office Supplies,Davis,United States,0,15.552,5,West,32.4,Consumer,California,Paper
Office Supplies,Long Beach,United States,0,5.123,5,West,10.9,Consumer,California,Paper
Office Supplies,San Jose,United States,0,114.9385,5,West,244.55,Consumer,California,Paper
Office Supplies,San Jose,United States,0,42.3625,5,West,169.45,Consumer,California,Storage
Office Supplies,Anaheim,United States,0,13.299,5,West,51.15,Consumer,California,Supplies
Office Supplies,Brentwood,United States,0,44.4,6,West,88.8,Consumer,California,Labels
Office Supplies,Rancho Cucamonga,United States,0,18.6624,6,West,38.88,Consumer,California,Paper
Office Supplies,San Bernardino,United States,0,19.6686,6,West,40.14,Consumer,California,Paper
Office Supplies,San Jose,United States,0,11.0808,6,West,41.04,Consumer,California,Supplies
Office Supplies,Santa Barbara,United States,0,99.9012,7,West,356.79,Consumer,California,Appliances
Office Supplies,Pasadena,United States,0,14.2324,7,West,41.86,Consumer,California,Art
Office Supplies,San Jose,United States,0,18.6872,7,West,39.76,Consumer,California,Envelopes
Office Supplies,San Bernardino,United States,0,13.482,7,West,29.96,Consumer,California,Paper
Office Supplies,Santa Ana,United States,0,21.7728,7,West,45.36,Consumer,California,Paper
Office Supplies,Stockton,United States,0,73.5448,7,West,159.88,Consumer,California,Paper
Office Supplies,Fresno,United States,0,0.9772,7,West,48.86,Consumer,California,Storage
Office Supplies,Lodi,United States,0,28.217,7,West,97.3,Consumer,California,Supplies
Office Supplies,Morgan Hill,United States,0,5.9184,8,West,21.92,Consumer,California,Art
Office Supplies,Visalia,United States,0,15.408,8,West,34.24,Consumer,California,Paper
Office Supplies,Redlands,United States,0,48.9645,9,West,181.35,Consumer,California,Art
Office Supplies,Anaheim,United States,0,29.9646,9,West,998.82,Consumer,California,Storage
Office Supplies,Anaheim,United States,0,100.656,2,West,209.7,Corporate,California,Paper
Office Supplies,Fairfield,United States,0,6.3504,2,West,12.96,Corporate,California,Paper
Office Supplies,Riverside,United States,0,5.8604,2,West,11.96,Corporate,California,Paper
Office Supplies,Santa Barbara,United States,0,14.904,3,West,31.05,Corporate,California,Labels
Office Supplies,Antioch,United States,0,9.3312,3,West,19.44,Corporate,California,Paper
Office Supplies,Fairfield,United States,0,9.6192,3,West,20.04,Corporate,California,Paper
Office Supplies,Riverside,United States,0,160.623,3,West,535.41,Corporate,California,Storage
Office Supplies,Riverside,United States,0,3.8048,4,West,13.12,Corporate,California,Art
Office Supplies,Fairfield,United States,0,12.8256,4,West,26.72,Corporate,California,Paper
Office Supplies,Fairfield,United States,0,7.9548,7,West,795.48,Corporate,California,Storage
Office Supplies,Riverside,United States,0,13.788,2,West,45.96,Corporate,California,Appliances
Office Supplies,Riverside,United States,0,6.2208,2,West,12.96,Corporate,California,Paper
Office Supplies,Oakland,United States,0,1.512,1,West,3.15,Corporate,California,Labels
Office Supplies,Woodland,United States,0,1.8,1,West,3.75,Corporate,California,Labels
Office Supplies,Brentwood,United States,0,2.8836,1,West,10.68,Corporate,California,Storage
Office Supplies,Concord,United States,0,1.6896,2,West,3.52,Corporate,California,Art
Office Supplies,Santa Barbara,United States,0,4.3904,2,West,8.96,Corporate,California,Paper
Office Supplies,Santa Clara,United States,0,9.6632,2,West,20.56,Corporate,California,Paper
Office Supplies,Apple Valley,United States,0,0,2,West,10.56,Corporate,California,Storage
Office Supplies,Sunnyvale,United States,0,22.2,3,West,44.4,Corporate,California,Labels
Office Supplies,Inglewood,United States,0,56.9772,3,West,116.28,Corporate,California,Paper
Office Supplies,Santa Ana,United States,0,9.3312,3,West,19.44,Corporate,California,Paper
Office Supplies,Inglewood,United States,0,96.576,4,West,321.92,Corporate,California,Appliances
Office Supplies,Brentwood,United States,0,12.3096,4,West,26.76,Corporate,California,Paper
Office Supplies,Santa Clara,United States,0,7.3872,4,West,27.36,Corporate,California,Supplies
Office Supplies,Sunnyvale,United States,0,8.6855,5,West,29.95,Corporate,California,Art
Office Supplies,Apple Valley,United States,0,28.95,5,West,57.9,Corporate,California,Envelopes
Office Supplies,Salinas,United States,0,7.08,5,West,14.75,Corporate,California,Envelopes
Office Supplies,Apple Valley,United States,0,15.552,5,West,32.4,Corporate,California,Paper
Office Supplies,Inglewood,United States,0,17.745,5,West,354.9,Corporate,California,Storage
Office Supplies,Inglewood,United States,0,8.236,5,West,28.4,Corporate,California,Supplies
Office Supplies,Brentwood,United States,0,93.0552,6,West,320.88,Corporate,California,Appliances
Office Supplies,Laguna Niguel,United States,0,15.336,6,West,34.08,Corporate,California,Paper
Office Supplies,Thousand Oaks,United States,0,4.116,7,West,14.7,Corporate,California,Art
Office Supplies,Salinas,United States,0,196.6132,14,West,427.42,Corporate,California,Labels
Office Supplies,Huntington Beach,United States,0,1.2506,1,West,3.38,Corporate,California,Art
Office Supplies,Long Beach,United States,0,0.7938,1,West,2.94,Corporate,California,Art
Office Supplies,Roseville,United States,0,1.512,1,West,3.15,Corporate,California,Labels
Office Supplies,Anaheim,United States,0,3.6348,1,West,13.98,Corporate,California,Supplies
Office Supplies,Fresno,United States,0,11.3512,2,West,40.54,Corporate,California,Appliances
Office Supplies,Lodi,United States,0,16.2688,2,West,39.68,Corporate,California,Art
Office Supplies,Brentwood,United States,0,11.68,2,West,23.36,Corporate,California,Envelopes
Office Supplies,Huntington Beach,United States,0,2.4012,2,West,5.22,Corporate,California,Labels
Office Supplies,Rancho Cucamonga,United States,0,2.6496,2,West,5.76,Corporate,California,Labels
Office Supplies,Bakersfield,United States,0,6.2208,2,West,12.96,Corporate,California,Paper
Office Supplies,Brentwood,United States,0,3.852,2,West,8.56,Corporate,California,Paper
Office Supplies,Huntington Beach,United States,0,4.752,2,West,10.56,Corporate,California,Paper
Office Supplies,Pasadena,United States,0,6.2208,2,West,12.96,Corporate,California,Paper
Office Supplies,Coachella,United States,0,3.178,2,West,63.56,Corporate,California,Storage
Office Supplies,San Jose,United States,0,26.865,3,West,59.7,Corporate,California,Appliances
Office Supplies,San Jose,United States,0,6.7236,3,West,25.86,Corporate,California,Appliances
Office Supplies,Fresno,United States,0,7.0218,3,West,14.94,Corporate,California,Paper
Office Supplies,Brentwood,United States,0,140.5482,3,West,540.57,Corporate,California,Storage
Office Supplies,Chico,United States,0,4.108,4,West,15.8,Corporate,California,Appliances
Office Supplies,San Jose,United States,0,4.5448,4,West,17.48,Corporate,California,Appliances
Office Supplies,Anaheim,United States,0,125.1432,4,West,481.32,Corporate,California,Storage
Office Supplies,Torrance,United States,0,459.396,5,West,1640.7,Corporate,California,Appliances
Office Supplies,Oakland,United States,0,44.975,5,West,179.9,Corporate,California,Art
Office Supplies,Oxnard,United States,0,25.792,5,West,99.2,Corporate,California,Art
Office Supplies,Yucaipa,United States,0,13.208,5,West,50.8,Corporate,California,Art
Office Supplies,Roseville,United States,0,197.353,5,West,419.9,Corporate,California,Envelopes
Office Supplies,Chico,United States,0,6.854,5,West,14.9,Corporate,California,Fasteners
Office Supplies,Thousand Oaks,United States,0,70.219,5,West,152.65,Corporate,California,Labels
Office Supplies,Pasadena,United States,0,83.646,6,West,185.88,Corporate,California,Paper
Office Supplies,Oakland,United States,0,290.0058,7,West,1000.02,Corporate,California,Storage
Office Supplies,Pomona,United States,0,111.824,8,West,385.6,Corporate,California,Art
Office Supplies,Moreno Valley,United States,0,84.0512,8,West,182.72,Corporate,California,Paper
Office Supplies,Brentwood,United States,0,654.7554,9,West,2518.29,Corporate,California,Appliances
Office Supplies,Pomona,United States,0,11.8206,9,West,35.82,Corporate,California,Art
Office Supplies,Santa Ana,United States,0,15.764,2,West,56.3,Home Office,California,Art
Office Supplies,Apple Valley,United States,0,6.2208,2,West,12.96,Home Office,California,Paper
Office Supplies,Long Beach,United States,0,36.9288,12,West,80.28,Home Office,California,Paper
Office Supplies,Oxnard,United States,0,22.992,1,West,47.9,Home Office,California,Paper
Office Supplies,Long Beach,United States,0,10.8682,2,West,22.18,Home Office,California,Envelopes
Office Supplies,Manteca,United States,0,7.4872,2,West,15.28,Home Office,California,Envelopes
Office Supplies,Long Beach,United States,0,6.2208,2,West,12.96,Home Office,California,Paper
Office Supplies,Riverside,United States,0,2.106,3,West,7.8,Home Office,California,Art
Office Supplies,Oxnard,United States,0,11.2308,3,West,22.92,Home Office,California,Envelopes
Office Supplies,Oxnard,United States,0,222.588,3,West,1112.94,Home Office,California,Storage
Office Supplies,Huntington Beach,United States,0,5.751,1,West,12.78,Home Office,California,Envelopes
Office Supplies,Danville,United States,0,0.1674,3,West,5.58,Home Office,California,Fasteners
Office Supplies,Danville,United States,0,4.224,5,West,8.8,Home Office,California,Art
Office Supplies,Danville,United States,0,38.29,7,West,76.58,Home Office,California,Envelopes
Office Supplies,Danville,United States,0,22.6275,7,West,452.55,Home Office,California,Storage
Office Supplies,Moreno Valley,United States,0,2.9646,1,West,10.98,Home Office,California,Appliances
Office Supplies,Pasadena,United States,0,2.2412,1,West,8.62,Home Office,California,Appliances
Office Supplies,Oakland,United States,0,10.0282,1,West,34.58,Home Office,California,Art
Office Supplies,Santa Barbara,United States,0,0.6516,1,West,1.81,Home Office,California,Fasteners
Office Supplies,Bakersfield,United States,0,2.3177,1,West,4.73,Home Office,California,Paper
Office Supplies,Pasadena,United States,0,1.4456,2,West,5.56,Home Office,California,Art
Office Supplies,Pasadena,United States,0,3.5178,2,West,9.02,Home Office,California,Fasteners
Office Supplies,Roseville,United States,0,1.1656,2,West,2.48,Home Office,California,Fasteners
Office Supplies,Lake Forest,United States,0,2.9568,2,West,6.16,Home Office,California,Labels
Office Supplies,Fresno,United States,0,53.2608,2,West,110.96,Home Office,California,Paper
Office Supplies,Fresno,United States,0,21.0128,2,West,45.68,Home Office,California,Paper
Office Supplies,Laguna Niguel,United States,0,6.3504,2,West,12.96,Home Office,California,Paper
Office Supplies,Lake Forest,United States,0,45.9754,2,West,97.82,Home Office,California,Paper
Office Supplies,Lake Forest,United States,0,3.852,2,West,8.56,Home Office,California,Paper
Office Supplies,Oceanside,United States,0,6.321,2,West,12.9,Home Office,California,Paper
Office Supplies,Pasadena,United States,0,15.2712,2,West,56.56,Home Office,California,Storage
Office Supplies,San Gabriel,United States,0,78.5088,3,West,270.72,Home Office,California,Appliances
Office Supplies,Moreno Valley,United States,0,3.6156,3,West,7.86,Home Office,California,Fasteners
Office Supplies,Fresno,United States,0,5.97,3,West,11.94,Home Office,California,Paper
Office Supplies,Manteca,United States,0,150.984,3,West,314.55,Home Office,California,Paper
Office Supplies,Moreno Valley,United States,0,13.8915,3,West,51.45,Home Office,California,Storage
Office Supplies,Escondido,United States,0,6.0736,4,West,23.36,Home Office,California,Art
